minimum,support,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,accountant,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,economist,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,executive,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,general,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,officer,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,agent,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,magistrate,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,nominee,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,negotiator,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,monk,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,diplomat,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,monitor,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,coach,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,contact,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,inspector,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,legislator,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,rabbi,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,deputy,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,photographer,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,mediator,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,professor,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,caretaker,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,lobbyist,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,cook,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,commander,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,organizer,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,offender,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,competitor,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,supervisor,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,speechwriter,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,judge,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,assassin,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,procurator,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,chairman,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,auditor,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,correspondent,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,environmentalist,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,torturer,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,rival,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,joker,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
chief,hostage,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
head,trader,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,area,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,figure,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,issue,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,member,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,player,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,project,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
key,rate,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,action,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,appeal,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,arrest,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,audience,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,campaign,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,communication,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,demonstration,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,deportation,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,destruction,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,execution,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,exodus,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,extinction,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,gathering,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,grave,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,hysteria,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,immigration,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,killing,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,layoff,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,market,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,medium,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,movement,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,murderer,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,organization,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,production,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,program,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,protest,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,rally,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,resignation,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,shooting,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,suicide,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,unemployment,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,weapon,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,merchandiser,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,shipment,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
mass,transit,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,activity,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,area,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,audience,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,belief,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,capital,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,constituency,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,curriculum,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,division,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,earnings,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,group,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,holding,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,inflation,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,issue,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,market,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,member,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,operation,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,price,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,principle,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,problem,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,product,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,rate,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,sample,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,shareholder,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,supporter,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,technology,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,value,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,voter,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,smoker,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,system,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,document,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,exerciser,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,exhibit,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,feminist,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,radical,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,birder,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,revenue,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,economics,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,force,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
core,gambling,0,ADJ-LIKE_NOUN,ADJ-LIKE_NOUN
