ancient,history,9.981412586057559e-05
armchair,critic,0.012149509973824024
baby,buggy,0.9137111902236938
bad,hat,0.0006886683986522257
benign,tumour,0.9929953217506409
big,fish,0.10891744494438171
birth,rate,0.0001548389409435913
black,cherry,0.09495585411787033
bow,tie,0.0011794049059972167
brain,teaser,0.9978095889091492
busy,bee,0.0002791792503558099
carpet,bombing,0.02063070423901081
cellular,phone,0.07441078126430511
close,call,0.00036772622843272984
closed,book,0.0001368408848065883
computer,program,0.00021268466662149876
con,artist,0.00034107756800949574
cooking,stove,0.0001581875840201974
cotton,candy,0.0002775679749902338
critical,review,0.0003978736640419811
dead,end,0.10524829477071762
dirty,money,0.24645017087459564
dirty,word,0.13233740627765656
disc,jockey,0.9997909665107727
divine,service,0.00021225457021500915
dry,land,0.00036150714731775224
dry,wall,0.0004255798121448606
dust,storm,0.0002303904911968857
eager,beaver,0.0008982302388176322
economic,aid,0.0014878041110932827
elbow,grease,0.9985899329185486
elbow,room,0.0008869742159731686
entrance,hall,0.00014913553604856133
eternal,rest,0.0038213785737752914
fish,story,0.00018483036546967924
flower,child,0.00026137990062125027
food,market,0.00011369648564141244
foot,soldier,0.001217939192429185
front,man,0.972920835018158
goose,egg,0.0010795065900310874
grey,matter,0.0002228171069873497
guinea,pig,0.9978308081626892
half,sister,0.00038492382736876607
half,wit,0.7944294810295105
health,check,0.0001322242897003889
high,life,0.0006644476088695228
inner,circle,0.0016916879685595632
inner,product,0.00015188117686193436
insane,asylum,0.9996781349182129
insurance,company,0.28120073676109314
insurance,policy,0.906385064125061
iron,collar,0.9944804906845093
labour,union,0.0004897773033007979
life,belt,0.0016012417618185282
life,vest,0.0007708108751103282
lime,tree,0.9049059152603149
loan,shark,0.0023710918612778187
loose,woman,0.0009479928994551301
mail,service,0.9912232160568237
market,place,0.0005495768855325878
mental,disorder,0.0011595931136980653
middle,school,0.00011700019967975095
milk,tooth,0.00020369539561215788
mother,tongue,0.26676052808761597
narrow,escape,0.001053106738254428
net,income,0.999326229095459
news,agency,0.6730043888092041
noble,gas,0.03579821065068245
nut,case,0.00017627909255679697
old,flame,0.0007810545503161848
old,hat,0.00012632728612516075
old,timer,0.00037689198506996036
phone,book,0.00029885859112255275
pillow,slip,0.9755958318710327
pocket,book,0.025503812357783318
prison,guard,0.002458446891978383
prison,term,0.003082500770688057
private,eye,0.001431866199709475
record,book,0.0007977544446475804
research,lab,0.0015653102891519666
sex,bomb,0.003543277969583869
silver,lining,0.17428624629974365
sound,judgement,0.003857108997181058
sparkling,water,0.00015141887706704438
street,girl,0.0005733646103180945
subway,system,0.00052214867901057
tennis,elbow,0.8042798042297363
top,dog,0.9963333606719971
wet,blanket,0.9695436358451843
word,painting,0.00023402734950650483
