end,user,0.0014112995704635978
firing,line,0.5406969785690308
game,plan,0.0013669364852830768
application,form,0.0011199526488780975
snail,mail,0.00299002300016582
web,site,0.0016468388494104147
flea,market,0.8935211300849915
grandfather,clock,0.33953359723091125
diamond,wedding,0.0025185788981616497
guilt,trip,0.09014959633350372
silver,spoon,0.0032147967722266912
rush,hour,0.001222596620209515
china,clay,0.9540983438491821
cocktail,dress,0.0015505333431065083
mailing,list,0.0017886431887745857
spelling,bee,0.8693839311599731
public,service,0.0011572041548788548
head,teacher,0.0012292133178561926
video,game,0.0016249277396127582
spinning,jenny,0.002223587827757001
think,tank,0.48303544521331787
cash,cow,0.9254655838012695
swan,song,0.8623238801956177
monkey,business,0.027475448325276375
snake,oil,0.004610053729265928
smoking,gun,0.05836368724703789
balance,sheet,0.0030922028236091137
zebra,crossing,0.36783283948898315
cutting,edge,0.9037296175956726
radio,station,0.0011960656847804785
search,engine,0.0011862111277878284
shrinking,violet,0.4026576280593872
face,value,0.9610661268234253
human,being,0.0015865013701841235
sacred,cow,0.0026111132465302944
number,crunching,0.0015436713583767414
silver,screen,0.0018785059219226241
melting,pot,0.030102433636784554
kangaroo,court,0.968643069267273
ground,floor,0.0011217945721000433
rat,run,0.9218542575836182
law,firm,0.005472850054502487
polo,shirt,0.0018375017680227757
ivory,tower,0.002327683847397566
lip,service,0.16267850995063782
health,insurance,0.001789174391888082
couch,potato,0.8913100957870483
chain,reaction,0.4531533420085907
silver,bullet,0.004260299727320671
graduate,student,0.0011782556539401412
cloud,nine,0.002640303922817111
front,runner,0.0021780075039714575
agony,aunt,0.10117679089307785
rock,bottom,0.010412617586553097
acid,test,0.0011726007796823978
climate,change,0.001363044953905046
lotus,position,0.001351599465124309
sitting,duck,0.8540410399436951
car,park,0.0041718147695064545
gold,mine,0.0022279126569628716
gravy,train,0.0018279534997418523
case,study,0.0017682953039184213
night,owl,0.02798292599618435
pecking,order,0.0012021654983982444
eye,candy,0.955074667930603
nest,egg,0.0063104405999183655
role,model,0.13065972924232483
fashion,plate,0.0036214585416018963
crocodile,tear,0.02225266583263874
rat,race,0.8503895401954651
crash,course,0.9406419396400452
rocket,science,0.0012317061191424727
memory,lane,0.16968446969985962
smoking,jacket,0.0028051172848790884
interest,rate,0.0022118452470749617
engine,room,0.0012902987655252218
blame,game,0.8460342288017273
brass,ring,0.0015459086280316114
panda,car,0.0016786395572125912
research,project,0.0011580013670027256
call,centre,0.0014347913675010204
graveyard,shift,0.012876481749117374
credit,card,0.001862047123722732
cheat,sheet,0.0034743668511509895
parking,lot,0.0014944359427317977
fine,line,0.9446613788604736
brick,wall,0.0016035608714446425
speed,limit,0.0014085088623687625
swimming,pool,0.0015922285383567214
bank,account,0.005828894674777985
