end,user,0.0003671762824524194
firing,line,0.0024202517233788967
game,plan,0.000974028545897454
application,form,0.00018862418073695153
snail,mail,0.9842743277549744
web,site,0.0005116407992318273
flea,market,0.05646122246980667
grandfather,clock,0.00019286124734207988
diamond,wedding,0.0001307428756263107
guilt,trip,0.01532235462218523
silver,spoon,0.9495125412940979
rush,hour,0.00030454533407464623
china,clay,0.966693639755249
cocktail,dress,0.0006235811742953956
mailing,list,0.007298879791051149
spelling,bee,0.024164250120520592
public,service,0.00018634246953297406
head,teacher,0.00029009999707341194
video,game,0.00020112130732741207
spinning,jenny,0.9855249524116516
think,tank,0.7012907266616821
cash,cow,0.5729842782020569
swan,song,0.0030701581854373217
monkey,business,0.0023158013354986906
snake,oil,0.0001249828201252967
smoking,gun,0.914371132850647
balance,sheet,0.0002112942311214283
zebra,crossing,0.11145298928022385
cutting,edge,0.00039545472827740014
radio,station,0.0003003264719154686
search,engine,0.0006020048749633133
shrinking,violet,0.00314210238866508
face,value,0.5842460989952087
human,being,0.00022334310051519424
sacred,cow,0.00015827601600904018
number,crunching,0.988446831703186
silver,screen,0.04512806981801987
melting,pot,0.003021144773811102
kangaroo,court,0.9986942410469055
ground,floor,0.00012897723354399204
rat,run,0.9987275004386902
law,firm,0.00021168221428524703
polo,shirt,0.0034390415530651808
ivory,tower,0.0005749491974711418
lip,service,0.6208532452583313
health,insurance,0.0004793026892002672
couch,potato,0.03569938242435455
chain,reaction,0.0007313722744584084
silver,bullet,0.4431515038013458
graduate,student,0.000110938839497976
cloud,nine,0.0016010840190574527
front,runner,0.9995569586753845
agony,aunt,0.9924094676971436
rock,bottom,0.7594172358512878
acid,test,0.00019088922999799252
climate,change,0.0007946569239720702
lotus,position,0.987453043460846
sitting,duck,0.0009987796656787395
car,park,0.1967075765132904
gold,mine,0.00255706743337214
gravy,train,0.09353893250226974
case,study,0.0027151701506227255
night,owl,0.9957093000411987
pecking,order,0.995441198348999
eye,candy,0.981278121471405
nest,egg,0.8442696332931519
role,model,0.9912001490592957
fashion,plate,0.0003096389409620315
crocodile,tear,0.00017122981080319732
rat,race,0.9996234178543091
crash,course,0.0067929551005363464
rocket,science,0.0003789132460951805
memory,lane,0.017810719087719917
smoking,jacket,0.0014205592451617122
interest,rate,0.0001640852860873565
engine,room,0.000246442825300619
blame,game,0.001830967259593308
brass,ring,0.0007851499249227345
panda,car,0.004394922871142626
research,project,0.0006193689187057316
call,centre,0.00030891006463207304
graveyard,shift,0.00020787515677511692
credit,card,0.00039489343180321157
cheat,sheet,0.0021671762224286795
parking,lot,0.00016358304128516465
fine,line,0.00026819604681804776
brick,wall,0.0003141098713967949
speed,limit,0.01327203307300806
swimming,pool,0.011297386139631271
bank,account,0.0005360303330235183
