ancient,history,0.00010871057020267472
armchair,critic,0.002479118062183261
baby,buggy,0.9952045679092407
bad,hat,0.0004983142134733498
benign,tumour,0.9844833016395569
big,fish,0.44720423221588135
birth,rate,0.00023485306883230805
black,cherry,0.1668509542942047
bow,tie,0.0006523805786855519
brain,teaser,0.9955970644950867
busy,bee,0.0003093722043558955
carpet,bombing,0.02756042592227459
cellular,phone,0.27383607625961304
close,call,0.0005971600767225027
closed,book,0.00011626118066487834
computer,program,0.00020369209232740104
con,artist,0.0002882148837670684
cooking,stove,0.00023969555331859738
cotton,candy,0.0004036970203742385
critical,review,0.00022306045866571367
dead,end,0.5649078488349915
dirty,money,0.39369821548461914
dirty,word,0.06678303331136703
disc,jockey,0.9995419979095459
divine,service,0.000210083308047615
dry,land,0.002197742462158203
dry,wall,0.0006205459358170629
dust,storm,0.0002387494605500251
eager,beaver,0.002514358377084136
economic,aid,0.00236847554333508
elbow,grease,0.9926203489303589
elbow,room,0.0006813438376411796
entrance,hall,0.00014790979912504554
eternal,rest,0.010901874862611294
fish,story,0.00019114185124635696
flower,child,0.00032518955413252115
food,market,0.000201836897758767
foot,soldier,0.0006411047070287168
front,man,0.9377249479293823
goose,egg,0.001038562273606658
grey,matter,0.0002334521705051884
guinea,pig,0.9986459612846375
half,sister,0.00039514232776127756
half,wit,0.7012414932250977
health,check,0.00025583416572771966
high,life,0.0012108294758945704
inner,circle,0.001129676471464336
inner,product,0.00014101681881584227
insane,asylum,0.9998249411582947
insurance,company,0.9163330793380737
insurance,policy,0.9863925576210022
iron,collar,0.9941078424453735
labour,union,0.0008221234893426299
life,belt,0.1106087788939476
life,vest,0.004077297635376453
lime,tree,0.9907453060150146
loan,shark,0.007571216206997633
loose,woman,0.0005074285436421633
mail,service,0.9942770600318909
market,place,0.0011347850086167455
mental,disorder,0.0016706056194379926
middle,school,0.00017155992100015283
milk,tooth,0.000267476454610005
mother,tongue,0.9535241723060608
narrow,escape,0.0017379251075908542
net,income,0.9996832609176636
news,agency,0.8759976625442505
noble,gas,0.6049760580062866
nut,case,0.00019219433306716383
old,flame,0.0015164677752181888
old,hat,0.0001428578543709591
old,timer,0.0003339355462230742
phone,book,0.0002897508966270834
pillow,slip,0.9802903532981873
pocket,book,0.010843159630894661
prison,guard,0.006609018426388502
prison,term,0.011669431813061237
private,eye,0.004333663731813431
record,book,0.00036539818393066525
research,lab,0.0014615892432630062
sex,bomb,0.0024845388252288103
silver,lining,0.32704588770866394
sound,judgement,0.0010549090802669525
sparkling,water,0.00015777575026731938
street,girl,0.0006830195197835565
subway,system,0.00036915912642143667
tennis,elbow,0.9894824028015137
top,dog,0.9983301758766174
wet,blanket,0.9853360056877136
word,painting,0.00020666036289185286
