end,user,0.0002450912434142083
firing,line,0.0014095864025875926
game,plan,0.0018571908585727215
application,form,0.00014676383580081165
snail,mail,0.9934452772140503
web,site,0.0005189567455090582
flea,market,0.4582163989543915
grandfather,clock,0.0003014610265381634
diamond,wedding,0.0001466814283048734
guilt,trip,0.04479726403951645
silver,spoon,0.9741645455360413
rush,hour,0.0002142422745237127
china,clay,0.9853793382644653
cocktail,dress,0.000366344815120101
mailing,list,0.005792887415736914
spelling,bee,0.06607723981142044
public,service,0.0001697203697403893
head,teacher,0.00020972905622329563
video,game,0.000145309793879278
spinning,jenny,0.9806675910949707
think,tank,0.8634209632873535
cash,cow,0.8961293697357178
swan,song,0.001686456729657948
monkey,business,0.005056357942521572
snake,oil,0.00016338647401425987
smoking,gun,0.9682974815368652
balance,sheet,0.0001976004132302478
zebra,crossing,0.3411945700645447
cutting,edge,0.0003983414499089122
radio,station,0.0002931024937424809
search,engine,0.000600865634623915
shrinking,violet,0.006371867377310991
face,value,0.8217637538909912
human,being,0.00022240362886805087
sacred,cow,0.00020537490490823984
number,crunching,0.983352780342102
silver,screen,0.020334161818027496
melting,pot,0.005375430453568697
kangaroo,court,0.9995573163032532
ground,floor,0.0001768130750861019
rat,run,0.9994215965270996
law,firm,0.0004577309009619057
polo,shirt,0.006536480505019426
ivory,tower,0.0006245241384021938
lip,service,0.05211007222533226
health,insurance,0.0010536335175856948
couch,potato,0.15848127007484436
chain,reaction,0.0005607591010630131
silver,bullet,0.3956723213195801
graduate,student,0.000147728540468961
cloud,nine,0.0016499880002811551
front,runner,0.9993258714675903
agony,aunt,0.9980112314224243
rock,bottom,0.9258711934089661
acid,test,0.0001288210041821003
climate,change,0.0025005012284964323
lotus,position,0.9974965453147888
sitting,duck,0.000691956200171262
car,park,0.9197059869766235
gold,mine,0.001970203360542655
gravy,train,0.07909736782312393
case,study,0.0009784698486328125
night,owl,0.9982465505599976
pecking,order,0.9990123510360718
eye,candy,0.9703543782234192
nest,egg,0.960909366607666
role,model,0.9946388602256775
fashion,plate,0.0002416731877019629
crocodile,tear,0.0001977489300770685
rat,race,0.9997373223304749
crash,course,0.015421922318637371
rocket,science,0.000239611224969849
memory,lane,0.09556549787521362
smoking,jacket,0.0011040657991543412
interest,rate,0.00015168391109909862
engine,room,0.00020620568830054253
blame,game,0.001807296765036881
brass,ring,0.0003136367886327207
panda,car,0.019405225291848183
research,project,0.0005113183287903666
call,centre,0.0004604917485266924
graveyard,shift,0.0003323960117995739
credit,card,0.0008054866921156645
cheat,sheet,0.001681826077401638
parking,lot,0.00017661036690697074
fine,line,0.00015551841352134943
brick,wall,0.00027660743216983974
speed,limit,0.0062420605681836605
swimming,pool,0.12110090255737305
bank,account,0.0009494564146734774
