ancient,history,0.0003163575893267989
armchair,critic,0.001974991988390684
baby,buggy,0.9979085922241211
bad,hat,0.001299405819736421
benign,tumour,0.9749380946159363
big,fish,0.6449658870697021
birth,rate,0.0008000268135219812
black,cherry,0.4566636383533478
bow,tie,0.0007812383701093495
brain,teaser,0.9922590851783752
busy,bee,0.0005971164791844785
carpet,bombing,0.03815691918134689
cellular,phone,0.398126482963562
close,call,0.001112801837734878
closed,book,0.0002824864350259304
computer,program,0.0006723455153405666
con,artist,0.0005128817865625024
cooking,stove,0.0008110216003842652
cotton,candy,0.0007163948612287641
critical,review,0.00048419859376735985
dead,end,0.8550562262535095
dirty,money,0.4454251527786255
dirty,word,0.14113250374794006
disc,jockey,0.9989376664161682
divine,service,0.0005787734407931566
dry,land,0.010182885453104973
dry,wall,0.0013422647025436163
dust,storm,0.000648439337965101
eager,beaver,0.004620647523552179
economic,aid,0.0017555584199726582
elbow,grease,0.986389696598053
elbow,room,0.001648508827202022
entrance,hall,0.00037761125713586807
eternal,rest,0.03410586714744568
fish,story,0.0004280919092707336
flower,child,0.0004588298324961215
food,market,0.0006423076847568154
foot,soldier,0.0009096512803807855
front,man,0.85506671667099
goose,egg,0.0011542014544829726
grey,matter,0.00036722843651659787
guinea,pig,0.9969814419746399
half,sister,0.0009969727834686637
half,wit,0.4997853934764862
health,check,0.0007376137073151767
high,life,0.0016902672359719872
inner,circle,0.002216573106124997
inner,product,0.0003283099504187703
insane,asylum,0.9997264742851257
insurance,company,0.8122982978820801
insurance,policy,0.9835842847824097
iron,collar,0.9746502637863159
labour,union,0.002212988445535302
life,belt,0.1212558001279831
life,vest,0.008123563602566719
lime,tree,0.988956868648529
loan,shark,0.003960742149502039
loose,woman,0.0007691298960708082
mail,service,0.9958391189575195
market,place,0.002341903280466795
mental,disorder,0.003499207552522421
middle,school,0.0005176488193683326
milk,tooth,0.0005326875834725797
mother,tongue,0.9907497763633728
narrow,escape,0.0017389272106811404
net,income,0.9993122816085815
news,agency,0.8243682980537415
noble,gas,0.7830941677093506
nut,case,0.0004453062720131129
old,flame,0.005678229033946991
old,hat,0.0003943053015973419
old,timer,0.0008869628072716296
phone,book,0.0007064028759486973
pillow,slip,0.9916529059410095
pocket,book,0.0064061363227665424
prison,guard,0.014034644700586796
prison,term,0.016182171180844307
private,eye,0.0038603334687650204
record,book,0.0007156612700782716
research,lab,0.0019026335794478655
sex,bomb,0.006610719487071037
silver,lining,0.13418221473693848
sound,judgement,0.0009958000155165792
sparkling,water,0.0002770019927993417
street,girl,0.001340648508630693
subway,system,0.0009009951027110219
tennis,elbow,0.9912665486335754
top,dog,0.9959922432899475
wet,blanket,0.9919525980949402
word,painting,0.0004498343914747238
