ancient,history,0.0004145978018641472
armchair,critic,0.0005100714042782784
baby,buggy,0.9843839406967163
bad,hat,0.718083918094635
benign,tumour,0.00035098104854114354
big,fish,0.0010888302931562066
birth,rate,0.0003867900522891432
black,cherry,0.6521406769752502
bow,tie,0.0008206554921343923
brain,teaser,0.36757156252861023
busy,bee,0.0006571355042979121
carpet,bombing,0.0003767007146961987
cellular,phone,0.036298610270023346
close,call,0.11513293534517288
closed,book,0.0005942190764471889
computer,program,0.00046001418377272785
con,artist,0.0011417472269386053
cooking,stove,0.00040143128717318177
cotton,candy,0.8201934695243835
critical,review,0.0005081560229882598
dead,end,0.9886444807052612
dirty,money,0.0008647087379358709
dirty,word,0.0004275079118087888
disc,jockey,0.0006452644593082368
divine,service,0.0015426126774400473
dry,land,0.0028592285234481096
dry,wall,0.0004845921939704567
dust,storm,0.0004941837978549302
eager,beaver,0.0005520846461877227
economic,aid,0.00045309780398383737
elbow,grease,0.0006600315682590008
elbow,room,0.0004006617236882448
entrance,hall,0.00039206421934068203
eternal,rest,0.00046271824976429343
fish,story,0.00045408884761855006
flower,child,0.0005170698277652264
food,market,0.0010402199113741517
foot,soldier,0.0008761286735534668
front,man,0.00046337037929333746
goose,egg,0.0018346047727391124
grey,matter,0.0009648265549913049
guinea,pig,0.9761579036712646
half,sister,0.13442443311214447
half,wit,0.9896573424339294
health,check,0.00040377784171141684
high,life,0.0006025145994499326
inner,circle,0.0004559569642879069
inner,product,0.0004302073211874813
insane,asylum,0.0039662523195147514
insurance,company,0.00038968559238128364
insurance,policy,0.0003867612686008215
iron,collar,0.0006507061771117151
labour,union,0.0003966685908380896
life,belt,0.0010074995225295424
life,vest,0.0004459778720047325
lime,tree,0.002349463291466236
loan,shark,0.6354376673698425
loose,woman,0.0008829369326122105
mail,service,0.00036837009247392416
market,place,0.0004920974024571478
mental,disorder,0.00039049479528330266
middle,school,0.001584507874213159
milk,tooth,0.001174060394987464
mother,tongue,0.12366420775651932
narrow,escape,0.009515189565718174
net,income,0.0005023647099733353
news,agency,0.0008672972908243537
noble,gas,0.015092951245605946
nut,case,0.00044935871846973896
old,flame,0.574639618396759
old,hat,0.6878044605255127
old,timer,0.1238061860203743
phone,book,0.0006964190979488194
pillow,slip,0.0005484952125698328
pocket,book,0.0013006897643208504
prison,guard,0.0004276677209418267
prison,term,0.0008833525935187936
private,eye,0.0008098180405795574
record,book,0.0005079858237877488
research,lab,0.00043301950790919363
sex,bomb,0.0017387467669323087
silver,lining,0.0007088754791766405
sound,judgement,0.00039827419095672667
sparkling,water,0.0004435407172422856
street,girl,0.0006352166528813541
subway,system,0.00034792214864864945
tennis,elbow,0.0004848624812439084
top,dog,0.9811012744903564
wet,blanket,0.00040521961636841297
word,painting,0.0004112472524866462
