end,user,0.0004682472790591419
firing,line,0.4542699456214905
game,plan,0.00045529898488894105
application,form,0.00040880977758206427
snail,mail,0.000730940664652735
web,site,0.0004863423528149724
flea,market,0.7649345993995667
grandfather,clock,0.019685037434101105
diamond,wedding,0.0006422437145374715
guilt,trip,0.10713720321655273
silver,spoon,0.001377993612550199
rush,hour,0.00041924844845198095
china,clay,0.8840740919113159
cocktail,dress,0.0004648159083444625
mailing,list,0.0005560758872888982
spelling,bee,0.4961656928062439
public,service,0.0003995102597400546
head,teacher,0.0004618278762791306
video,game,0.0005372361629270017
spinning,jenny,0.0006829885533079505
think,tank,0.2465398758649826
cash,cow,0.7669332027435303
swan,song,0.8351168632507324
monkey,business,0.001567523810081184
snake,oil,0.0007871130364947021
smoking,gun,0.0019499748013913631
balance,sheet,0.0008979885024018586
zebra,crossing,0.0328548364341259
cutting,edge,0.8710399866104126
radio,station,0.00042465460137464106
search,engine,0.0004514905158430338
shrinking,violet,0.02247639000415802
face,value,0.9634273052215576
human,being,0.00044887111289426684
sacred,cow,0.0005011312896385789
number,crunching,0.0005632143002003431
silver,screen,0.0006963869091123343
melting,pot,0.01131355669349432
kangaroo,court,0.8853345513343811
ground,floor,0.00040122432983480394
rat,run,0.9248324632644653
law,firm,0.0019337391713634133
polo,shirt,0.0004934998578391969
ivory,tower,0.0007015313021838665
lip,service,0.013971973210573196
health,insurance,0.0004981717793270946
couch,potato,0.5957406759262085
chain,reaction,0.2957991659641266
silver,bullet,0.002377738943323493
graduate,student,0.0004125323612242937
cloud,nine,0.0010502221994102001
front,runner,0.000709445565007627
agony,aunt,0.027731645852327347
rock,bottom,0.004363067913800478
acid,test,0.00041669863276183605
climate,change,0.0004272806108929217
lotus,position,0.0004928064881823957
sitting,duck,0.48086807131767273
car,park,0.004995117429643869
gold,mine,0.001086244359612465
gravy,train,0.0009455118561163545
case,study,0.0005696960724890232
night,owl,0.002574975835159421
pecking,order,0.0004587176372297108
eye,candy,0.9605044722557068
nest,egg,0.0013696299865841866
role,model,0.11664561927318573
fashion,plate,0.0012074410915374756
crocodile,tear,0.0034991891589015722
rat,race,0.49232688546180725
crash,course,0.7820678353309631
rocket,science,0.0004247353645041585
memory,lane,0.14895589649677277
smoking,jacket,0.0005273419083096087
interest,rate,0.0008220768650062382
engine,room,0.0004509736900217831
blame,game,0.2695913016796112
brass,ring,0.000531940720975399
panda,car,0.000456069567007944
research,project,0.0004282898735255003
call,centre,0.00050482148071751
graveyard,shift,0.003313790773972869
credit,card,0.0005794534808956087
cheat,sheet,0.0007441331981681287
parking,lot,0.00045701523777097464
fine,line,0.943004310131073
brick,wall,0.0004623430431820452
speed,limit,0.00046323108836077154
swimming,pool,0.000523760449141264
bank,account,0.0013041910715401173
